Task,Test,VerbalDescription,Rule_correct,Rule_correct_label
SameDifferent6.json,1,Same grid size. You may see four shapes. They will be different colours and shapes except two of the shapes will be the same colour. Keep the image exactly the same except remove the shape(s) that are the same colour. Quite a simple one!,1.0,Correct - Intended
SameDifferent6.json,1,Two objects with same colours removed,1.0,Correct - Intended
SameDifferent6.json,1,"count the squares left to right, top to bottom eg 12 by 12

see which demo has the same colour and which one does not. 
Create the demo that has the incorrect colours, and not the same colour.

For example if there is a shape that is red and blue, and another shape that is blue and blue, create the red and blue one

",-2.0,Unclear
SameDifferent6.json,1,"Create cells 12 by 12

only create the diagram if it has different colour. For example, red and blue will need to be created as they are two differnet colour. If it was red and red, you will not need to create the diagram",-2.0,Unclear
SameDifferent6.json,1,"Copy the grid and patterns from the input, but get rid of any patterns that are the same color, leaving behind ones that are only differently-colored. ",1.0,Correct - Intended
SameDifferent6.json,1,remove any shapes that have orange blocks in them,0.0,Incorrect
SameDifferent6.json,1,"copy the grid, remove the two shapes who have the same main colour",1.0,Correct - Intended
SameDifferent6.json,1,copy the grid removed the two shapes that havw the same outside colour,1.0,Correct - Intended
SameDifferent6.json,1,Duplicate input and remove the duplicated shapes in the input,0.0,Incorrect
SameDifferent6.json,1,Duplicate input and remove duplicated shapes by filling black,0.0,Incorrect
SameDifferent6.json,1,Keep the grid size the same as the test site. Keep the items to the left and also keep the colour the same,-3.0,Literal
SameDifferent6.json,2,,-1.0,Nonresponsive
SameDifferent6.json,2,,-1.0,Nonresponsive
SameDifferent6.json,2,Note which objects in the input contain the same color combination. Create a grid the same size as the input. Add only those objects that don't share the same combination of colors. Put the remaining objects in the output in their same positions and colors.,1.0,Correct - Intended
SameDifferent6.json,2,Remove any objects that are of the exact same colour combination.,1.0,Correct - Intended
SameDifferent6.json,3,"Copy the input grid. Delete all objects whose color patterns are the same, leaving only objects that contrast in color.",1.0,Correct - Intended
SameDifferent6.json,3,Delete the two shapes that are the same color scheme. Leave the grid the same size and then move all of the other shapes left to the new grid.,1.0,Correct - Intended
SameDifferent6.json,3,"The input should be copied, with the grid size staying the same. Each object that is its own color scheme should be kept as is, but if there are two shapes with the same exterior and interior colors, those should be deleted and filled with black squares.",1.0,Correct - Intended
SameDifferent6.json,3,Resize the grid as seen in the input. Copy all shapes except for the ones that have the same colours.,1.0,Correct - Intended
SameDifferent6.json,3,Remove any objects that consist of the exact same colour combination. Regardless of their shape.,1.0,Correct - Intended
SameDifferent7.json,1,,-1.0,Nonresponsive
SameDifferent7.json,1,Identify the shapes within other shapes. There should be two which are the same shapes but might be different colours. Copy these matching shapes to the answer (same position and colour as in original).,1.0,Correct - Intended
SameDifferent7.json,1,"First, use the same size grid as the input. Then only copy what is inside the shape on the top left that you see. Fill in the green squares at exactly the same place they are on the input. Then also do the same for the shape that is diagonal to it remembering only to fill in what is inside the shape and not the colours on the outside of it.",-3.0,Literal
SameDifferent7.json,1,"Resize the grid to 15x15. There are smaller shapes within the bigger shapes, you need to copy the two smaller shapes which are the same size (They're 2 x 2 size squares - one blue and one green) Copy those to the exact same positions as the image is showing.",-3.0,Literal
SameDifferent7.json,1,choose the most common shape from the input grid and remove all other colours in the output grid,1.0,Correct - Unintended
SameDifferent7.json,1,the rule was to pick out the shape that was formed the most and draw those shapes on a black grid of the same size as the test grid.,1.0,Correct - Unintended
SameDifferent7.json,1,"For this task the rule was to pick out the most commonly formed shape and recreate them on the user solution grid. the most common shape on the frist task demonstration is the plus symbols. the second, the ""C"" shape and the third, the 2x3 squares.",1.0,Correct - Unintended
SameDifferent7.json,1,The rule for this one was to determine which shape was most commonly formed within the grid. the task was to output the most common shapes in their original colours ONLY.,1.0,Correct - Unintended
SameDifferent7.json,2,Copy over the two matching internal shapes only.,1.0,Correct - Intended
